sectionCenters,x,y,z
193,-25154.776140297214,36313.95412775806,15908.741204576183
194,-25149.804588620023,36301.91373593657,15905.196823289385
195,-25131.759697347254,36258.21157302897,15892.332031952115
196,-25113.714806074488,36214.509410121376,15879.467240614846
197,-25108.743254397297,36202.46901829989,15875.922859328046
198,-25108.0067282229,36200.68525654856,15875.397765804075
199,-25107.2702020485,36198.90149479723,15874.872672280106
200,-25102.29865037131,36186.86110297576,15871.328290993308
201,-25084.253759098545,36143.158940068155,15858.463499656038
202,-25066.208867825775,36099.45677716055,15845.59870831877
203,-25061.237316148585,36087.41638533908,15842.054327031972
204,-25060.500789974187,36085.63262358775,15841.529233508001
205,-25059.76426379979,36083.84886183642,15841.004139984032
206,-25054.7927121226,36071.808470014934,15837.459758697234
207,-25036.74782084983,36028.10630710734,15824.594967359966
208,-25019.522838648634,35984.36792269569,15810.80798701277
209,-25014.95103122649,35972.3098711865,15806.81399518796
210,-25014.273726423213,35970.52349318514,15806.222292695395
211,-25013.596421619935,35968.73711518377,15805.630590202829
212,-25009.02461419779,35956.679063674586,15801.63659837802
213,-24992.43064651743,35912.912802641236,15787.139887310192
214,-24975.83667883707,35869.14654160789,15772.643176242364
215,-24971.264871414925,35857.0884900987,15768.649184417554
216,-24970.587566611648,35855.30211209734,15768.057481924989
217,-24969.91026180837,35853.515734095985,15767.465779432423
218,-24965.338454386227,35841.45768258679,15763.471787607614
219,-24948.744486705866,35797.69142155345,15748.975076539786
220,-24932.150519025505,35753.9251605201,15734.478365471958
221,-24927.57871160336,35741.86710901091,15730.484373647148
222,-24926.901406800083,35740.08073100955,15729.892671154583
223,-24926.224101996806,35738.29435300818,15729.300968662017
224,-24921.652294574662,35726.236301499,15725.306976837208
225,-24905.0583268943,35682.47004046565,15710.81026576938
226,-24888.46435921394,35638.703779432304,15696.313554701552
227,-24883.892551791796,35626.64572792311,15692.319562876743
228,-24883.21524698852,35624.85934992175,15691.727860384177
229,-24882.53794218524,35623.072971920396,15691.136157891611
230,-24877.966134763097,35611.0149204112,15687.142166066802
231,-24861.372167082736,35567.24865937786,15672.645454998974
232,-24844.778199402375,35523.48239834451,15658.148743931146
233,-24840.20639198023,35511.42434683532,15654.154752106337
234,-24839.529087176954,35509.63796883396,15653.563049613771
235,-24838.851782373677,35507.85159083259,15652.971347121205
236,-24834.279974951532,35495.79353932341,15648.977355296396
237,-24817.68600727117,35452.02727829006,15634.48064422857
238,-24801.092039590803,35408.261017256715,15619.983933160742
239,-24796.520232168667,35396.20296574752,15615.98994133593
240,-24795.842927365386,35394.416587746164,15615.398238843367
241,-24795.165622562105,35392.630209744806,15614.806536350803
242,-24790.593815139964,35380.57215823562,15610.812544525992
243,-24774.015296019123,35336.80548273868,15596.299516841169
244,-24757.523863241477,35293.03647083499,15581.694509415129
245,-24752.980305231307,35280.97766143295,15577.670680838568
246,-24752.3071855261,35279.19117115117,15577.074558086484
247,-24751.63406582089,35277.40468086939,15576.4784353344
248,-24747.090507810724,35265.345871467354,15572.45460675784
249,-24730.599075033075,35221.57685956366,15557.8495993318
250,-24714.107642255425,35177.80784765997,15543.244591905759
251,-24709.564084245256,35165.749038257934,15539.220763329198
252,-24708.89096454005,35163.96254797615,15538.624640577114
253,-24708.21784483484,35162.17605769437,15538.02851782503
254,-24703.674286824673,35150.117248292336,15534.00468924847
255,-24687.182854047023,35106.34823638864,15519.39968182243
256,-24670.691421269374,35062.57922448495,15504.79467439639
257,-24666.147863259204,35050.520415082916,15500.770845819829
258,-24665.474743553998,35048.733924801134,15500.174723067745
259,-24664.801623848787,35046.94743451935,15499.57860031566
260,-24660.25806583862,35034.88862511732,15495.5547717391
261,-24643.76663306097,34991.119613213625,15480.94976431306
262,-24627.275200283322,34947.35060130993,15466.34475688702
263,-24622.731642273153,34935.2917919079,15462.320928310459
264,-24622.058522567946,34933.505301626115,15461.724805558375
265,-24621.385402862736,34931.71881134433,15461.128682806291
266,-24616.84184485257,34919.6600019423,15457.10485422973
267,-24600.35041207492,34875.890990038606,15442.49984680369
268,-24583.85897929727,34832.121978134914,15427.89483937765
269,-24579.3154212871,34820.06316873288,15423.87101080109
270,-24578.642301581895,34818.2766784511,15423.274888049005
271,-24577.969181876684,34816.490188169315,15422.678765296921
272,-24573.42562386652,34804.43137876728,15418.65493672036
273,-24556.93419108887,34760.66236686359,15404.04992929432
274,-24540.44275831122,34716.8933549599,15389.444921868282
275,-24535.89920030105,34704.83454555787,15385.42109329172
276,-24535.226080595843,34703.048055276086,15384.824970539637
277,-24534.552960890633,34701.2615649943,15384.228847787555
278,-24530.009402880463,34689.20275559227,15380.205019210993
279,-24514.453639526768,34645.41447402239,15364.68158104519
280,-24499.239353845973,34601.619159882466,15348.82295655855
281,-24495.0476628931,34589.55310394596,15344.45374368978
282,-24494.42667164082,34587.765540103515,15343.806452894409
283,-24493.80568038854,34585.97797626107,15343.159162099037
284,-24489.613989435667,34573.91192032456,15338.789949230268
285,-24474.399703754872,34530.11660618463,15322.93132474363
286,-24459.185418074077,34486.321292044704,15307.07270025699
287,-24454.993727121204,34474.25523610819,15302.703487388222
288,-24454.372735868925,34472.467672265746,15302.056196592848
289,-24453.751744616646,34470.6801084233,15301.408905797474
290,-24449.560053663772,34458.614052486795,15297.039692928707
291,-24434.345767982977,34414.81873834687,15281.181068442067
292,-24419.131482302182,34371.02342420694,15265.322443955429
293,-24414.93979134931,34358.957368270436,15260.95323108666
294,-24414.31880009703,34357.16980442799,15260.305940291288
295,-24413.69780884475,34355.382240585546,15259.658649495916
296,-24409.506117891877,34343.31618464903,15255.289436627147
297,-24394.29183221108,34299.520870509106,15239.430812140508
298,-24379.077546530287,34255.72555636918,15223.57218765387
299,-24374.885855577413,34243.65950043267,15219.202974785101
300,-24374.264864325134,34241.87193659022,15218.555683989729
301,-24373.643873072855,34240.08437274778,15217.908393194357
302,-24369.452182119985,34228.01831681127,15213.539180325588
303,-24354.23789643919,34184.223002671344,15197.68055583895
304,-24339.023610758395,34140.42768853142,15181.821931352311
305,-24334.831919805525,34128.36163259491,15177.452718483542
306,-24334.210928553246,34126.57406875247,15176.80542768817
307,-24333.589937300967,34124.78650491002,15176.158136892798
308,-24329.398246348097,34112.72044897351,15171.78892402403
309,-24314.183960667302,34068.92513483358,15155.930299537391
310,-24298.969674986503,34025.129820693655,15140.071675050756
311,-24294.777984033633,34013.06376475714,15135.70246218199
312,-24294.157376529085,34011.27619869803,15135.05481243188
313,-24293.541926299673,34009.48860284861,15134.402338605407
314,-24289.387637251133,33997.42233086499,15129.9981402767
315,-24274.309106630506,33953.62623255408,15114.012531528071
316,-24259.230576009882,33909.83013424317,15098.026922779442
317,-24255.076286961343,33897.763862259555,15093.622724450735
318,-24254.46083673193,33895.97626641013,15092.970250624261
319,-24253.845386502515,33894.1886705607,15092.317776797787
320,-24249.691097453975,33882.122398577085,15087.913578469084
321,-24234.612566833348,33838.32630026618,15071.927969720451
322,-24219.534036212724,33794.53020195527,15055.942360971821
323,-24215.379747164185,33782.46392997165,15051.538162643115
324,-24214.764296934773,33780.676334122225,15050.885688816641
325,-24214.148846705357,33778.8887382728,15050.233214990167
326,-24209.994557656817,33766.82246628918,15045.829016661464
327,-24194.91602703619,33723.02636797827,15029.843407912831
328,-24179.837496415566,33679.230269667365,15013.857799164201
329,-24175.683207367027,33667.16399768375,15009.453600835495
330,-24175.067757137615,33665.37640183432,15008.801127009021
331,-24174.4523069082,33663.588805984895,15008.148653182547
332,-24170.29801785966,33651.52253400128,15003.744454853844
333,-24155.219487239036,33607.72643569037,14987.758846105211
334,-24140.140956618412,33563.93033737946,14971.773237356581
335,-24135.986667569872,33551.86406539584,14967.369039027875
336,-24135.371217340456,33550.07646954642,14966.716565201401
337,-24134.755767111044,33548.28887369699,14966.064091374927
338,-24130.601478062505,33536.22260171337,14961.659893046224
339,-24115.52294744188,33492.426503402465,14945.674284297591
340,-24100.444416821258,33448.63040509156,14929.688675548958
341,-24096.290127772718,33436.56413310794,14925.284477220252
342,-24095.674677543306,33434.77653725851,14924.632003393777
343,-24095.05922731389,33432.98894140909,14923.979529567303
344,-24090.90493826535,33420.92266942547,14919.575331238599
345,-24075.826407644727,33377.12657111456,14903.589722489964
346,-24061.03889782013,33333.32557725278,14887.35982498719
347,-24057.182967067485,33321.25428628687,14882.705178658256
348,-24056.61171806709,33319.46594688452,14882.01560142434
349,-24056.0404690667,33317.67760748217,14881.326024190425
350,-24052.184538314053,33305.60631651626,14876.671377861489
351,-24038.188937804443,33261.79200115857,14859.776735630538
352,-24024.193337294837,33217.97768580087,14842.882093399588
353,-24020.33740654219,33205.90639483498,14838.227447070654
354,-24019.7661575418,33204.11805543262,14837.537869836739
355,-24019.19490854141,33202.32971603026,14836.848292602823
356,-24015.33897778876,33190.25842506437,14832.193646273887
357,-24001.343377279154,33146.444109706674,14815.299004042936
358,-23987.347776769544,33102.62979434898,14798.404361811987
359,-23983.4918460169,33090.55850338307,14793.749715483053
360,-23982.920597016506,33088.77016398072,14793.060138249137
361,-23982.349348016112,33086.98182457837,14792.370561015221
362,-23978.493417263468,33074.91053361246,14787.715914686285
363,-23964.497816753857,33031.09621825477,14770.821272455334
364,-23950.50221624425,32987.28190289707,14753.926630224383
365,-23946.646285491603,32975.21061193118,14749.271983895447
366,-23946.075036491213,32973.42227252882,14748.582406661531
367,-23945.503787490823,32971.63393312646,14747.892829427616
368,-23941.647856738175,32959.56264216057,14743.238183098681
369,-23927.652256228565,32915.74832680287,14726.34354086773
370,-23913.656655718954,32871.93401144518,14709.44889863678
371,-23909.800724966306,32859.86272047927,14704.794252307845
372,-23909.229475965916,32858.07438107692,14704.10467507393
373,-23908.658226965526,32856.28604167457,14703.415097840014
374,-23904.802296212878,32844.21475070866,14698.760451511078
375,-23890.806695703268,32800.400435350966,14681.865809280127
376,-23876.811095193658,32756.586119993273,14664.971167049174
377,-23872.95516444101,32744.51482902738,14660.316520720238
378,-23872.383915440616,32742.726489625024,14659.62694348632
379,-23871.812666440223,32740.938150222668,14658.937366252405
380,-23867.956735687578,32728.866859256774,14654.282719923469
381,-23853.961135177968,32685.052543899077,14637.388077692518
382,-23840.13855872056,32641.23584073999,14620.357970124462
383,-23836.33853066194,32629.163778294474,14615.659556023385
384,-23835.77556354214,32627.37532459884,14614.963494675078
385,-23835.212596422345,32625.586870903207,14614.267433326771
386,-23831.412568363725,32613.514808457687,14609.569019225695
387,-23817.619873928736,32569.69769291469,14592.515516192158
388,-23803.827179493746,32525.8805773717,14575.46201315862
389,-23800.027151435126,32513.808514926182,14570.763599057544
390,-23799.46418431533,32512.02006123055,14570.067537709238
391,-23798.901217195533,32510.231607534915,14569.37147636093
392,-23795.101189136913,32498.159545089395,14564.673062259853
393,-23781.308494701923,32454.3424295464,14547.619559226316
394,-23767.515800266934,32410.525314003407,14530.566056192778
395,-23763.715772208314,32398.45325155789,14525.867642091702
396,-23763.15280508852,32396.664797862257,14525.171580743394
397,-23762.589837968724,32394.876344166623,14524.475519395088
